OverallQual,Foundation,Neighborhood,BsmtFullBath,MSSubClass,Condition1,RoofStyle,GarageType,TotRmsAbvGrd,HouseStyle,GarageFinish,LotConfig,WoodDeckSF,LandSlope,BldgType,FullBath,BsmtFinType1,LotArea,BsmtExposure,OverallCond,FireplaceQu,GarageArea,BedroomAbvGr,Fireplaces
-0.8269252355853036,2,7,1.1194636272609897,2.884194275896215,2,1,2,-0.9630762579516642,7,1,4,-0.7380458553254342,0,4,-1.0629089186403549,3,-0.6393779144734743,2,-0.5153644897565868,0,0.22549920852852734,-1.112669478979227,-0.961391723825186
0.6370733625810783,2,21,-0.8139948456897733,0.06762760908515152,2,1,1,0.2681771016012514,5,3,4,0.5585950431322974,0,0,0.7728722578757155,3,-0.19049634793669373,3,-0.5153644897565868,0,0.648367175338503,0.12803630460758955,-0.961391723825186
2.1010719607474604,2,21,-0.8139948456897733,-0.8712279465185363,8,3,1,0.8838037813777092,2,1,0,-0.7380458553254342,0,0,0.7728722578757155,6,0.0834434600404352,4,-0.5153644897565868,3,1.4750978070793543,0.12803630460758955,0.5912984496092958
0.6370733625810783,2,5,1.1194636272609897,0.06762760908515152,4,1,1,-0.3474495781752064,5,2,1,0.47419829826226745,0,0,0.7728722578757155,3,-0.007236945042422992,0,0.39045271134046333,5,0.3442823452729025,0.12803630460758955,0.5912984496092958
-0.09492593650211265,1,12,1.1194636272609897,0.5370553868869954,1,1,1,-0.3474495781752064,7,2,0,0.6123020625950436,0,0,-1.0629089186403549,3,-0.15614086046761486,2,-0.5153644897565868,0,0.2017425811796523,0.12803630460758955,-0.961391723825186
-0.09492593650211265,2,20,-0.8139948456897733,0.06762760908515152,2,1,1,0.8838037813777092,5,2,4,4.133948053080835,0,0,0.7728722578757155,6,0.04257851178774138,4,-0.5153644897565868,5,-0.07383429606729816,0.12803630460758955,0.5912984496092958
-0.8269252355853036,1,19,-0.8139948456897733,0.5370553868869954,2,1,3,-0.3474495781752064,7,2,4,1.4102349231844167,0,0,-1.0629089186403549,6,0.2782752376611325,4,0.39045271134046333,0,-0.8435490221708494,0.12803630460758955,-0.961391723825186
-0.09492593650211265,2,8,-0.8139948456897733,0.06762760908515152,2,1,1,-0.3474495781752064,5,1,0,1.6787700204981482,0,0,0.7728722578757155,0,0.2064903506862677,4,-0.5153644897565868,5,-0.3256545459653736,0.12803630460758955,0.5912984496092958
0.6370733625810783,2,21,-0.8139948456897733,0.06762760908515152,2,1,1,0.8838037813777092,5,2,0,-0.7380458553254342,0,0,0.7728722578757155,3,0.16318435463971828,4,-0.5153644897565868,3,0.9524520054041035,0.12803630460758955,0.5912984496092958
-0.8269252355853036,1,12,1.1194636272609897,-0.8712279465185363,2,3,1,-0.3474495781752064,2,3,4,-0.7380458553254342,0,0,-1.0629089186403549,0,-0.3035078198744532,4,1.2962699124375134,0,-1.0336020409618496,0.12803630460758955,-0.961391723825186
-0.09492593650211265,1,12,1.1194636272609897,-0.8712279465185363,2,1,1,-0.3474495781752064,2,3,2,0.6429917880023271,0,0,-1.0629089186403549,0,-0.09014216085596333,4,2.202087113534563,0,-0.08333694700684817,0.12803630460758955,-0.961391723825186
-0.8269252355853036,1,17,-0.8139948456897733,-0.8712279465185363,2,3,1,-0.9630762579516642,2,1,4,-0.7380458553254342,0,0,-1.0629089186403549,5,-0.4291765766692417,4,0.39045271134046333,0,-0.9005649278081495,0.12803630460758955,-0.961391723825186
0.6370733625810783,2,3,1.1194636272609897,-0.16708627981577046,2,1,5,0.8838037813777092,0,3,4,-0.7380458553254342,0,0,0.7728722578757155,5,-0.1470999427125941,4,0.39045271134046333,0,-1.1286285503573499,1.3687420881944061,-0.961391723825186
0.6370733625810783,0,18,1.1194636272609897,0.4196984424365345,2,1,2,3.3463105004835403,3,1,0,0.3054048085222077,0,0,0.7728722578757155,3,0.46252914150845553,4,-2.3269988919506868,5,0.9239440525854534,2.6094478717812226,2.1439886230437777
-1.5589245346684946,1,4,1.1194636272609897,-0.16708627981577046,2,1,1,0.8838037813777092,0,3,4,0.18264590689307336,0,0,-1.0629089186403549,6,0.04547160546934802,0,-0.5153644897565868,5,-0.8245437202917494,2.6094478717812226,2.1439886230437777
-0.8269252355853036,0,17,1.1194636272609897,-0.6365140576176144,2,3,5,-1.5787029377281219,2,3,4,-0.7380458553254342,0,0,-1.0629089186403549,0,-0.32068556360899264,4,-1.4211816908536368,0,-0.9385755315663495,-1.112669478979227,-0.961391723825186
0.6370733625810783,2,5,1.1194636272609897,-0.8712279465185363,2,1,1,-0.3474495781752064,2,2,4,1.2874760215552825,0,0,0.7728722578757155,3,-0.17476515104295762,4,-0.5153644897565868,0,0.1447266755423522,0.12803630460758955,-0.961391723825186
2.1010719607474604,2,22,-0.8139948456897733,0.06762760908515152,2,3,3,2.7306838207070827,5,1,4,0.3667842593367749,0,0,0.7728722578757155,6,0.04077032823673723,4,-0.5153644897565868,3,0.8479228450690534,1.3687420881944061,0.5912984496092958
2.1010719607474604,2,5,1.1194636272609897,0.06762760908515152,4,3,1,0.8838037813777092,5,1,4,1.2030792766852525,0,0,0.7728722578757155,3,0.027389769959306507,3,-0.5153644897565868,1,1.228028882651054,0.12803630460758955,2.1439886230437777
1.3690726616642692,2,5,1.1194636272609897,0.06762760908515152,2,1,1,0.2681771016012514,5,2,4,-0.7380458553254342,0,0,0.7728722578757155,3,-0.11518550303737082,4,-0.5153644897565868,3,0.4725681329568277,0.12803630460758955,0.5912984496092958
-0.09492593650211265,2,3,-0.8139948456897733,0.30234149798607346,2,2,5,0.8838037813777092,5,3,4,-0.7380458553254342,0,0,-1.0629089186403549,6,0.25024839262056814,4,0.39045271134046333,3,0.2017425811796523,0.12803630460758955,0.5912984496092958
-0.8269252355853036,1,12,-0.8139948456897733,-0.8712279465185363,2,1,1,-1.5787029377281219,2,2,0,-0.7380458553254342,0,0,-1.0629089186403549,1,0.06129321154063434,4,0.39045271134046333,3,-0.9623321589152246,-1.112669478979227,0.5912984496092958
-0.8269252355853036,2,6,-0.8139948456897733,-0.6365140576176144,2,1,5,-1.5787029377281219,2,3,4,-0.7380458553254342,0,0,-1.0629089186403549,4,-0.5846803620555987,4,0.39045271134046333,3,-0.596480097742549,-1.112669478979227,0.5912984496092958
-0.09492593650211265,1,11,-0.8139948456897733,0.7717692757879174,2,1,1,0.8838037813777092,2,3,4,-0.43114860125259835,0,2,0.7728722578757155,5,0.17114036226413654,2,-0.5153644897565868,0,0.4583141565475027,1.3687420881944061,-0.961391723825186
0.6370733625810783,2,5,-0.8139948456897733,-0.8712279465185363,2,1,1,-0.3474495781752064,2,2,4,0.47419829826226745,0,0,0.7728722578757155,0,-0.04367184359515664,0,-0.5153644897565868,0,-0.02632104136954808,0.12803630460758955,-0.961391723825186
-0.8269252355853036,1,19,1.1194636272609897,-0.8712279465185363,2,3,5,-0.9630762579516642,2,3,4,-0.7380458553254342,0,0,-1.0629089186403549,0,0.05369884062641691,4,0.39045271134046333,3,0.23975318493785236,0.12803630460758955,0.5912984496092958
2.833071259830651,2,15,1.1194636272609897,0.06762760908515152,2,3,1,2.1150571409306247,5,1,0,0.5739399058359391,0,0,2.6086534343917855,3,0.4408309388964057,0,-0.5153644897565868,5,1.5938809438237296,1.3687420881944061,2.1439886230437777
0.6370733625810783,1,14,-0.8139948456897733,0.06762760908515152,3,4,1,0.8838037813777092,5,2,4,-0.7380458553254342,0,0,0.7728722578757155,6,0.10893884810959373,4,0.39045271134046333,3,0.2682611377565024,0.12803630460758955,0.5912984496092958
0.6370733625810783,2,0,-0.8139948456897733,1.4759109424906833,2,1,1,0.2681771016012514,2,1,4,0.4588534355586257,0,4,0.7728722578757155,3,-0.6839496390057266,4,-0.5153644897565868,3,-0.09759092341617319,-2.353375262566044,0.5912984496092958
-0.8269252355853036,1,7,-0.8139948456897733,-0.8712279465185363,2,1,1,-0.9630762579516642,2,3,4,-0.7380458553254342,0,0,-1.0629089186403549,6,-0.10632540363745048,4,-2.3269988919506868,0,-0.605982748682099,0.12803630460758955,-0.961391723825186
2.1010719607474604,2,5,-0.8139948456897733,-0.8712279465185363,2,1,1,0.2681771016012514,2,1,0,1.471614373998984,0,0,0.7728722578757155,6,0.10631698196063771,4,-0.5153644897565868,0,1.0664838166787036,-1.112669478979227,-0.961391723825186
